taxon	defined_class	defined_class_label	lbo_id	venom_code	fci_id
NCBITaxon:9913	OMIA:645	Brown Latvian	LBO:0000161		
NCBITaxon:9913	OMIA:58	Limousin	LBO:0000162		
NCBITaxon:9913	OMIA:96	Maine Anjou	LBO:0000170		
NCBITaxon:9913	OMIA:362	Malvi	LBO:0000171		
NCBITaxon:9913	OMIA:580	Marchigiana	LBO:0000173		
NCBITaxon:9913	OMIA:529	Maremma	LBO:0000174		
NCBITaxon:9913	OMIA:160	Mashona	LBO:0000176		
NCBITaxon:9913	OMIA:122	Meuse Rhine Yssel	LBO:0000179		
NCBITaxon:9913	OMIA:107	Dairy Shorthorn	LBO:0000182		
NCBITaxon:9913	OMIA:419	Modica	LBO:0000184		
NCBITaxon:9913	OMIA:162	Montbeliarde	LBO:0000186		
NCBITaxon:9913	OMIA:315	Murboden	LBO:0000188		
NCBITaxon:9913	OMIA:326	Murray Grey	LBO:0000189		
NCBITaxon:9913	OMIA:713	Muturu	LBO:0000190		
NCBITaxon:9913	OMIA:269	N'dama	LBO:0000193		
NCBITaxon:9913	OMIA:121	Nguni	LBO:0000195		
NCBITaxon:9913	OMIA:618	Normande	LBO:0000197		
NCBITaxon:9913	OMIA:541	Polish Red	LBO:0000205		
NCBITaxon:9913	OMIA:95	Polled Hereford	LBO:0000206		
NCBITaxon:9913	OMIA:48	Piedmontese	LBO:0000208		
NCBITaxon:9913	OMIA:60	Pinzgauer	LBO:0000209		
NCBITaxon:9913	OMIA:551	Rathi	LBO:0000213		
NCBITaxon:9913	OMIA:176	Red Angus	LBO:0000214		
NCBITaxon:9913	OMIA:57	Red Poll	LBO:0000218		
NCBITaxon:9913	OMIA:586	Red Sindhi	LBO:0000220		
NCBITaxon:9913	OMIA:437	Romagnola	LBO:0000225		
NCBITaxon:9913	OMIA:920	Romosinuano	LBO:0000226		
NCBITaxon:9913	OMIA:302	Sahiwal	LBO:0000229		
NCBITaxon:9913	OMIA:257	Salers	LBO:0000230		
NCBITaxon:9913	OMIA:120	Santa Gertrudis	LBO:0000234		
NCBITaxon:9913	OMIA:92	Senepol	LBO:0000237		
NCBITaxon:9913	OMIA:76	Shorthorn	LBO:0000240		
NCBITaxon:9913	OMIA:3	Simmental	LBO:0000243		
NCBITaxon:9913	OMIA:1112	Slovenian Cika	LBO:0000245		
NCBITaxon:9913	OMIA:118	South Devon	LBO:0000246		
NCBITaxon:9913	OMIA:263	Tarentaise	LBO:0000251		
NCBITaxon:9913	OMIA:405	Telemark	LBO:0000252		
NCBITaxon:9913	OMIA:158	Tuli	LBO:0000257		
NCBITaxon:9913	OMIA:746	Grey Steppe	LBO:0000258		
NCBITaxon:9913	OMIA:33	Waygu	LBO:0000267		
NCBITaxon:9031	OMIA:340	Ancona	LBO:0000273		
NCBITaxon:9031	OMIA:1066	Appenzeller Barthuhn	LBO:0000275		
NCBITaxon:9031	OMIA:828	Araucana	LBO:0000277		
NCBITaxon:9031	OMIA:383	Australorp	LBO:0000279		
NCBITaxon:9031	OMIA:272	Cornish	LBO:0000290		
NCBITaxon:9031	OMIA:898	Crevecoeur	LBO:0000291		
NCBITaxon:9031	OMIA:417	Jersey Giant	LBO:0000307		
NCBITaxon:9913	OMIA:1139	Lakenvelder	LBO:0000312		
NCBITaxon:9031	OMIA:279	Leghorn	LBO:0000315		
NCBITaxon:9031	OMIA:1062	Transylvanian naked neck	LBO:0000320		
NCBITaxon:9031	OMIA:332	New Hampshire	LBO:0000321		
NCBITaxon:9031	OMIA:1093	Orpington	LBO:0000323		
NCBITaxon:9031	OMIA:667	Plymouth Rock	LBO:0000324		
NCBITaxon:9031	OMIA:280	Rhode Island Red	LBO:0000327		
NCBITaxon:9031	OMIA:647	Sussex	LBO:0000333		
NCBITaxon:9031	OMIA:1092	Wyandotte	LBO:0000336		
NCBITaxon:9823	OMIA:115	Yorkshire	LBO:0000338		
NCBITaxon:9823	OMIA:435	Great Yorkshire	LBO:0000338		
NCBITaxon:9823	OMIA:439	Angeln Saddleback	LBO:0000339		
NCBITaxon:9823	OMIA:398	Berkshire	LBO:0000348		
NCBITaxon:9823	OMIA:583	Bulgarian Improved White	LBO:0000352		
NCBITaxon:9823	OMIA:321	Chester White	LBO:0000354		
NCBITaxon:9823	OMIA:93	Duroc	LBO:0000358		
NCBITaxon:9823	OMIA:428	Fengjing	LBO:0000360		
NCBITaxon:9823	OMIA:466	French Landrace	LBO:0000361		
NCBITaxon:9823	OMIA:790	Kele	LBO:0000372		
NCBITaxon:9823	OMIA:152	Lacombe	LBO:0000375		
NCBITaxon:9823	OMIA:568	Large Black	LBO:0000376		
NCBITaxon:9823	OMIA:51	Large White	LBO:0000378		
NCBITaxon:9823	OMIA:1169	Mangalitza	LBO:0000380		
NCBITaxon:9823	OMIA:52	Meishan	LBO:0000381		
NCBITaxon:9823	OMIA:730	Middle Yorkshire	LBO:0000382		
NCBITaxon:9823	OMIA:429	Minzhu	LBO:0000383		
NCBITaxon:9823	OMIA:108	Pietrain	LBO:0000395		
NCBITaxon:9823	OMIA:613	Poland China	LBO:0000395		
NCBITaxon:9823	OMIA:451	Saddleback	LBO:0000398		
NCBITaxon:9823	OMIA:266	Tamworth	LBO:0000402		
NCBITaxon:9823	OMIA:791	Chinese-Tibetan	LBO:0000404		
NCBITaxon:9823	OMIA:146	Welsh	LBO:0000407		
NCBITaxon:9940	OMIA:216	Alai Fat Rumped	LBO:0000414		
NCBITaxon:9940	OMIA:1128	Altay	LBO:0000419		
NCBITaxon:9940	OMIA:67	Merino d'Arles	LBO:0000425		
NCBITaxon:9940	OMIA:43	Awassi	LBO:0000428		
NCBITaxon:9940	OMIA:127	Barbados	LBO:0000433		
NCBITaxon:9940	OMIA:295	Blue Faced Maine	LBO:0000442		
NCBITaxon:9940	OMIA:432	Blue Faced Leicester	LBO:0000443		
NCBITaxon:9940	OMIA:1038	Booroola	LBO:0000445		
NCBITaxon:9940	OMIA:359	Border Leicester	LBO:0000446		
NCBITaxon:9940	OMIA:226	Brazilian Somali	LBO:0000450		
NCBITaxon:9940	OMIA:191	Cheviot	LBO:0000461		
NCBITaxon:9940	OMIA:499	Clun Forest	LBO:0000464		
NCBITaxon:9940	OMIA:354	Columbia	LBO:0000466		
NCBITaxon:9940	OMIA:148	Coopworth	LBO:0000469		
NCBITaxon:9940	OMIA:53	Corriedale	LBO:0000471		
NCBITaxon:9940	OMIA:681	Cotswold	LBO:0000472		
NCBITaxon:9940	OMIA:189	Dala	LBO:0000474		
NCBITaxon:9940	OMIA:938	Damara	LBO:0000478		
NCBITaxon:9823	OMIA:1145	Danish Landrace	LBO:0000479		
NCBITaxon:9940	OMIA:56	Dorset	LBO:0000488		
NCBITaxon:9940	OMIA:694	Dorset Down	LBO:0000489		
NCBITaxon:9940	OMIA:111	Finnsheep	LBO:0000495		
NCBITaxon:9940	OMIA:627	German Blackheaded Mutton	LBO:0000501		
NCBITaxon:9940	OMIA:628	German Whiteheaded Mutton	LBO:0000504		
NCBITaxon:9940	OMIA:247	Gotland	LBO:0000507		
NCBITaxon:9940	OMIA:566	Gromark	LBO:0000509		
NCBITaxon:9940	OMIA:1105	Gute	LBO:0000511		
NCBITaxon:9940	OMIA:175	Hampshire	LBO:0000512		
NCBITaxon:9940	OMIA:260	Ile de France	LBO:0000524		
NCBITaxon:9940	OMIA:867	Jacob	LBO:0000526		
NCBITaxon:9940	OMIA:102	Karakul	LBO:0000531		
NCBITaxon:9940	OMIA:183	Langhe	LBO:0000538		
NCBITaxon:9940	OMIA:192	Lincoln	LBO:0000542		
NCBITaxon:9940	OMIA:1109	Massese	LBO:0000553		
NCBITaxon:9940	OMIA:374	Merinolandschaf	LBO:0000557		
NCBITaxon:9940	OMIA:545	Montadale	LBO:0000559		
NCBITaxon:9940	OMIA:227	Morada Nova	LBO:0000560		
NCBITaxon:9940	OMIA:939	Navajo-Churro	LBO:0000562		
NCBITaxon:9940	OMIA:425	Nellore	LBO:0000563		
NCBITaxon:9940	OMIA:259	Oxford	LBO:0000571		
NCBITaxon:9940	OMIA:165	Perendale	LBO:0000575		
NCBITaxon:9940	OMIA:54	Polwarth	LBO:0000579		
NCBITaxon:9940	OMIA:418	Polypay	LBO:0000580		
NCBITaxon:9940	OMIA:547	Priangan	LBO:0000583		
NCBITaxon:9940	OMIA:666	Racka	LBO:0000590		
NCBITaxon:9940	OMIA:26	Rambouillet	LBO:0000591		
NCBITaxon:9939	OMIA:748	Rambouillet	LBO:0000591		
NCBITaxon:9939	OMIA:749	 Rambouillet	LBO:0000591		
NCBITaxon:9940	OMIA:883	Rasa Aragonesa	LBO:0000592		
NCBITaxon:9940	OMIA:727	Rhoenschaf	LBO:0000595		
NCBITaxon:9940	OMIA:47	Romanov	LBO:0000597		
NCBITaxon:9940	OMIA:55	Romney Marsh	LBO:0000598		
NCBITaxon:9940	OMIA:680	Romney Marsh (Kent)	LBO:0000598		
NCBITaxon:9940	OMIA:190	Rygja	LBO:0000605		
NCBITaxon:9940	OMIA:1039	Brazilian Santa In̻s	LBO:0000609		
NCBITaxon:9940	OMIA:228	Santa Ines	LBO:0000609		
NCBITaxon:9940	OMIA:531	Scottish Blackface	LBO:0000612		
NCBITaxon:9940	OMIA:140	Shropshire	LBO:0000614		
NCBITaxon:9940	OMIA:729	Skudde	LBO:0000616		
NCBITaxon:9940	OMIA:743	Soay	LBO:0000617		
NCBITaxon:9940	OMIA:222	Southdown	LBO:0000624		
NCBITaxon:9940	OMIA:126	St Croix	LBO:0000628		
NCBITaxon:9940	OMIA:124	Suffolk	LBO:0000632		
NCBITaxon:9940	OMIA:433	Swaledale	LBO:0000634		
NCBITaxon:9940	OMIA:125	Targhee	LBO:0000638		
NCBITaxon:9940	OMIA:137	Texel	LBO:0000640		
NCBITaxon:9940	OMIA:324	Vendeen	LBO:0000654		
NCBITaxon:9940	OMIA:459	Mouton Vendeen	LBO:0000654		
NCBITaxon:9940	OMIA:193	Welsh Mountain	LBO:0000660		
NCBITaxon:9940	OMIA:497	White Karaman	LBO:0000665		
NCBITaxon:9823	OMIA:984	Chinese Erhualian	LBO:0000691		
NCBITaxon:9823	OMIA:74	Landrace	LBO:0000692		
NCBITaxon:9940	OMIA:410	Altamurana	LBO:0000693		
NCBITaxon:9796	OMIA:1041	Bashkir Curly Horse	LBO:0000739		
NCBITaxon:9796	OMIA:15	Belgian	LBO:0000741		
NCBITaxon:9796	OMIA:655	Colorado Ranger	LBO:0000761		
NCBITaxon:9940	OMIA:478	Marwari	LBO:0000833		
NCBITaxon:9796	OMIA:1078	Miniature	LBO:0000837		
NCBITaxon:9796	OMIA:1089	Missouri Foxtrotter	LBO:0000839		
NCBITaxon:9796	OMIA:1049	Peruvian Paso	LBO:0000866		
NCBITaxon:9796	OMIA:1046	Pony of the Americas	LBO:0000872		
NCBITaxon:9796	OMIA:1007	Old-Tori	LBO:0000912		
NCBITaxon:9913	OMIA:934	Pezzata Rossa	LBO:0000934		
NCBITaxon:9913	OMIA:167	Fleckvieh	LBO:0000941		
NCBITaxon:9940	OMIA:884	Belclare	LBO:0000951		
NCBITaxon:9925	OMIA:78	Alpine	LBO:0000955		
NCBITaxon:9925	OMIA:1	Nubian	LBO:0000958		
NCBITaxon:9925	OMIA:431	Anglo Nubian	LBO:0000958		
NCBITaxon:9925	OMIA:1147	Appenzell	LBO:0000960		
NCBITaxon:9925	OMIA:262	Barbari	LBO:0000964		
NCBITaxon:9925	OMIA:503	Beetal	LBO:0000965		
NCBITaxon:9925	OMIA:561	Boer	LBO:0000969		
NCBITaxon:9925	OMIA:1150	St. Gallen Booted	LBO:0000970		
NCBITaxon:9925	OMIA:1134	Dera Din Panah	LBO:0000976		
NCBITaxon:9925	OMIA:988	Dutch Landrace	LBO:0000980		
NCBITaxon:9925	OMIA:1148	Grisons Striped	LBO:0000984		
NCBITaxon:9925	OMIA:1136	Kamori	LBO:0000997		
NCBITaxon:9925	OMIA:1135	Nachi	LBO:0001005		
NCBITaxon:9925	OMIA:1151	Peacock	LBO:0001009		
NCBITaxon:9925	OMIA:716	Sahelian	LBO:0001017		
NCBITaxon:9925	OMIA:77	Saanen	LBO:0001017		
NCBITaxon:9925	OMIA:284	Toggenburg	LBO:0001026		
NCBITaxon:9925	OMIA:924	Valais Blacknecked Goat	LBO:0001027		
NCBITaxon:89462	OMIA:856	Murrah	LBO:0001049		
NCBITaxon:9031	OMIA:679	White leghorn	LBO:0001061		
NCBITaxon:9940	OMIA:338	Assaf	LBO:0001062		
NCBITaxon:9913	OMIA:204	Vorderwald	LBO:0001063		
NCBITaxon:9940	OMIA:40	Merino	LBO:0001067		
NCBITaxon:9940	OMIA:277	Blackhead Persian	LBO:0001069		
NCBITaxon:9940	OMIA:904	Lacaune	LBO:0001072		
NCBITaxon:9940	OMIA:990	Valle del Belice	LBO:0001075		
NCBITaxon:9913	OMIA:253	Whiteheaded Kazakh	LBO:0001078		
NCBITaxon:9913	OMIA:218	Schwarzbunt	LBO:0001079		
NCBITaxon:9940	OMIA:281	Muzaffarnagari	LBO:0001085		
NCBITaxon:9940	OMIA:967	Romane	LBO:0001090		
